,r0,r1,r2,r3,g0,g1,g2,g3,b0,b1,b2,b3,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
165,177227,346355,211025,186993,216788,294984,216575,193253,409273,320754,391514,107259,250000.0,0.16699999999999998,2.0942924,1,Non_Poor,Non_Severely_Poor,0,0,3,0,0
166,27746,220210,500303,173341,38640,264280,478761,139919,69889,633954,324965,199992,25000.0,0.55799997,-3.9758816,5,Poor,Poor,0,0,0,0,0
167,27367,218013,400834,275386,111360,287557,381453,141230,314282,544817,237967,131734,85000.0,0.38999999,-2.4606497000000003,4,Poor,Non_Severely_Poor,0,0,1,0,0
168,53796,177896,326163,363745,109624,226622,409949,175405,346559,479690,164974,237577,41000.0,0.27899998,-1.9110539,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
169,45933,252823,467966,154878,52110,312967,462071,94452,128140,557043,428011,115606,475000.0,0.38999999,3.1268048,4,Poor,Non_Severely_Poor,0,0,0,0,1
170,74474,195999,293779,357348,124552,187898,419840,189310,240542,486871,234607,266780,31500.0,0.44599998,-3.550597,5,Poor,Non_Severely_Poor,0,0,0,0,10
171,48975,209716,504628,158281,86144,329834,355847,149775,219747,629196,267664,112193,58000.0,0.22299999,1.1169025,2,Non_Poor,Non_Severely_Poor,0,1,0,0,2
172,34420,137068,588191,161921,56419,202420,576448,86313,175121,324906,633771,95002,168789.0,0.61299998,-0.0095903147,5,Poor,Poor,0,0,0,0,1
173,89015,300163,411168,121254,116256,339878,350644,114822,150671,416097,571825,90207,23000.0,0.22299999,-1.5882508,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
174,115781,295361,343551,166907,122665,359760,266906,172269,250622,441618,353490,183070,40000.0,0.33399999,0.12282623,3,Poor,Non_Severely_Poor,1,0,0,0,5
175,256126,323472,267169,74833,264996,330566,261834,64204,471165,366935,341182,49518,20000.0,0.33399999,0.08026859900000001,3,Poor,Non_Severely_Poor,0,0,0,0,0
176,80999,329525,296925,214151,91278,353740,306668,169914,150626,496086,418371,163717,242000.0,0.16699999999999998,6.4028635000000005,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
177,124070,311703,177103,308724,136782,366509,171157,247152,481073,386528,130802,230397,330000.0,0.50199997,2.5458372,5,Poor,Poor,0,0,0,1,0
178,6118,93334,421012,170736,21223,208327,396361,65289,107543,456574,319860,37623,12000.0,0.33399999,-0.95985806,3,Poor,Non_Severely_Poor,0,0,0,0,17
179,39985,231140,589609,60866,55762,240362,560420,65056,55490,336904,778391,58015,56000.0,0.27899998,0.42113259,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
180,49778,216377,263315,161730,74372,210850,324459,81519,161787,311358,405327,43128,632000.0,0.44599998,4.0040817,5,Poor,Non_Severely_Poor,0,0,0,0,3
181,114082,110794,582947,113777,45255,218797,557119,100429,162448,383657,581050,101645,81200.0,0.22299999,0.81507671,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
182,22102,218800,267703,182595,64921,225722,318135,82422,157951,413030,245922,104697,45000.0,0.22299999,-2.689064,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
183,31135,208171,378749,73145,24433,221111,384022,61634,38972,390808,440471,51349,65142.859,0.55799997,-3.6786442,5,Poor,Poor,0,0,0,0,0
184,21903,93717,391777,183803,54516,255893,322191,58600,146572,372384,358384,44260,85000.0,0.0,-0.51232815,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
185,88808,142822,251653,207917,132478,197236,242584,118902,240843,384871,136255,159631,120000.0,0.44599998,-1.3111894,5,Poor,Non_Severely_Poor,0,0,0,1,13
186,99227,149940,279638,162395,122646,224167,230076,114311,226449,324822,239357,130972,45000.0,0.38999999,0.29433718,4,Poor,Non_Severely_Poor,0,2,8,0,0
187,56077,66055,472258,96810,71769,82981,482193,54257,190604,174644,532299,24053,132000.0,0.38999999,-1.1163857,4,Poor,Non_Severely_Poor,0,0,0,0,0
188,85858,154740,217113,233489,102803,234719,298909,54769,222108,470103,197557,31832,45000.0,0.33399999,0.67264462,3,Poor,Non_Severely_Poor,0,3,1,0,3
189,24313,238647,315362,112878,29236,305524,257287,99153,112121,464398,244273,100808,60000.0,0.38999999,-2.0480568,4,Poor,Non_Severely_Poor,0,0,0,0,1
190,145376,430627,284264,61333,154714,408821,293453,64612,303374,474458,317113,133855,200000.0,0.33399999,-0.6839034,3,Poor,Non_Severely_Poor,0,0,4,0,1
191,85389,210155,229087,166569,127225,270060,125512,168403,248687,362495,103039,207379,45000.0,0.38999999,1.6255218,4,Poor,Non_Severely_Poor,0,1,0,0,11
192,47797,228377,285443,129583,67791,254617,262956,105836,171329,402845,286613,60813,45714.285,0.056000002,0.57896268,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
193,60612,314991,332490,213507,120162,340238,304659,156541,313617,412695,367163,135325,50000.0,0.16699999999999998,-0.31360298,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
194,93115,212698,495278,120509,80082,241942,499458,100118,116069,480572,486952,145207,30000.0,0.16699999999999998,0.41660309,1,Non_Poor,Non_Severely_Poor,0,0,6,4,5
195,188677,202004,330876,200043,167829,237627,343685,172459,208668,372070,441691,206371,86000.0,0.50099999,-1.0158081,5,Poor,Poor,0,0,0,0,2
196,84128,362800,402494,72178,92912,358626,352873,117189,162290,526331,418004,122175,282000.0,0.33399999,2.4764385,3,Poor,Non_Severely_Poor,0,0,0,0,5
197,161200,336241,189063,235096,145040,356114,206312,214134,247155,408579,328581,244485,78500.0,0.38999999,-1.1195389,4,Poor,Non_Severely_Poor,0,0,0,0,13
198,41687,153018,359480,367415,97504,202706,579108,42282,331014,758734,114225,24827,150000.0,0.16699999999999998,3.4409292,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
199,58232,334295,337239,191834,97632,434940,233302,155726,340449,570377,139589,178385,100000.0,0.22299999,-1.0351306999999998,2,Non_Poor,Non_Severely_Poor,0,0,1,0,4
200,81950,198253,149517,261480,189616,125305,192367,183912,337180,266704,163127,154589,,0.38999999,2.7743781000000003,4,Poor,Non_Severely_Poor,1,0,0,0,2
201,0,183,919164,2253,1,57530,864062,7,1,54438,1174333,28,0.0,0.33399999,-0.97855139,3,Poor,Non_Severely_Poor,0,0,0,0,0
202,35893,123900,349909,181498,51931,225625,343358,70286,170509,375188,289086,86817,105000.0,0.33399999,4.6287645999999985,3,Poor,Non_Severely_Poor,0,0,0,1,0
203,43298,120870,323013,204019,64910,177525,435138,13627,176518,547140,176387,21555,90000.0,0.22299999,-1.6313716,2,Non_Poor,Non_Severely_Poor,0,1,0,0,1
204,184400,200026,419949,117225,79090,294464,466309,81737,104174,393716,603686,127224,42000.0,0.38999999,-0.92074722,4,Poor,Non_Severely_Poor,0,0,0,0,0
205,27437,282456,535327,76380,33338,313471,505924,68867,108002,587888,475706,57204,182000.0,0.38999999,-1.6066438,4,Poor,Non_Severely_Poor,0,0,0,0,1
206,25889,291821,326377,277513,101493,395626,182660,241821,320443,566823,211231,130303,40000.0,0.38999999,-1.7551556,4,Poor,Non_Severely_Poor,0,0,0,0,2
207,56153,190334,494379,180734,113363,215853,412975,179409,177223,415663,408539,227375,137000.0,0.33399999,-1.1603374,3,Poor,Non_Severely_Poor,0,0,0,0,5
208,195817,146766,323479,255538,213190,193308,358861,156241,430145,233055,435681,129919,30000.0,0.16699999999999998,3.695441,1,Non_Poor,Non_Severely_Poor,0,2,4,0,0
209,78873,266112,248001,98214,82868,318343,170109,119880,258796,404183,146816,111805,101000.0,0.16699999999999998,1.1244371000000002,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
210,37483,140136,491375,22206,47323,184435,448063,11379,74169,357939,478826,10666,93000.0,0.33399999,-0.90142459,3,Poor,Non_Severely_Poor,0,0,0,0,0
211,20122,158865,377556,134657,33632,254766,285251,117551,150400,346066,300839,124295,0.0,0.44599998,-0.44765446,5,Poor,Non_Severely_Poor,0,1,0,0,9
212,806,54761,632912,2721,732,106781,581366,2321,26445,697320,195501,2334,0.0,0.38999999,0.64221019,4,Poor,Non_Severely_Poor,0,0,0,0,0
213,61810,180962,478009,200819,68989,265463,440171,146977,129916,680574,212843,205467,15000.0,0.27899998,-3.1580253,2,Non_Poor,Non_Severely_Poor,0,0,0,0,8
214,107167,301543,241119,271771,220232,220315,212490,268563,311998,438496,309485,168821,40000.0,0.33399999,1.6350434,3,Poor,Non_Severely_Poor,0,0,0,0,2
215,5088,160030,478651,47431,10778,197480,437930,45012,15590,378918,481488,45604,0.0,0.22299999,-1.1959486,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
216,85169,227157,259135,350139,71975,272893,333076,243656,182859,598898,198835,248208,60000.0,0.38999999,0.77379376,4,Poor,Non_Severely_Poor,0,0,0,1,3
217,75479,129336,255143,231242,120615,102391,401795,66399,271400,361055,269710,19435,27428.572,0.44599998,-1.8713516,5,Poor,Non_Severely_Poor,0,1,0,0,0
218,70769,205084,366245,279502,120989,312449,250618,237544,302625,412500,328250,185425,123000.0,0.38999999,-0.58297199,4,Poor,Non_Severely_Poor,0,0,0,0,0
219,4482,110643,519891,56184,5988,218820,427671,38721,32250,454604,397316,37430,331428.56,0.38999999,-1.2197129,4,Poor,Non_Severely_Poor,0,0,0,0,2
220,16007,108049,641533,156011,14908,173527,661454,71711,50777,641788,483875,52360,80000.0,0.44599998,-0.13583869,5,Poor,Non_Severely_Poor,0,0,0,0,3
221,156872,209606,276835,278287,209077,221032,302100,189391,322077,537850,242324,126549,480000.0,0.38999999,3.045388,4,Poor,Non_Severely_Poor,0,1,1,0,4
222,34218,244769,501583,141030,43529,276391,522583,79097,99388,640037,385956,103419,34285.715,0.22299999,0.46534207,2,Non_Poor,Non_Severely_Poor,0,0,5,0,0
223,29813,205972,338298,117117,55701,289851,262340,83308,208522,449925,175820,87333,250000.0,0.22299999,-0.94417757,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
224,126110,306372,273676,215442,158191,324401,294553,144455,286001,442134,334287,166378,100000.0,0.33399999,5.6677012000000015,3,Poor,Non_Severely_Poor,0,0,2,0,4
225,193556,322875,306829,98340,162877,356160,280034,122529,244142,474990,391209,118459,125000.0,0.16699999999999998,-0.99450368,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
226,38702,230984,382551,269363,83004,353450,270995,214151,239432,479146,433645,76577,45000.0,0.61299998,-0.79995489,5,Poor,Poor,0,0,0,0,2
227,3126,367389,320685,0,115,383276,307809,0,1672,481585,438343,0,102000.0,0.22299999,-0.56908643,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
228,75814,153862,446207,245717,78683,220778,490473,131666,159168,608799,306727,154106,80000.0,0.22299999,3.0200469,2,Non_Poor,Non_Severely_Poor,0,1,1,0,0
229,7580,21659,792564,99797,13065,165880,740529,2126,16892,327629,881967,2312,205000.0,0.056000002,1.956071,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
230,136809,127976,531995,124820,148564,182390,468606,122040,178612,350799,584367,115022,15000.0,0.38999999,-0.5118947,4,Poor,Non_Severely_Poor,0,0,1,0,5
231,34557,113531,436047,107065,36360,214434,359891,80515,148407,403267,303123,66803,270000.0,0.16699999999999998,-0.83046567,1,Non_Poor,Non_Severely_Poor,0,0,0,0,7
232,145503,264898,391210,119989,148538,273942,354573,144547,185886,354911,455626,232377,11142.857,0.38999999,-0.4018375,4,Poor,Non_Severely_Poor,0,0,0,0,1
233,151818,355018,304777,109987,156781,447449,228038,89332,294953,479847,372251,81749,55000.0,0.55699998,0.10503523,5,Poor,Poor,0,0,0,3,2
234,38293,228400,397233,257674,106299,238394,354368,222539,297658,487569,268092,175481,90000.0,0.33399999,1.6845822,3,Poor,Non_Severely_Poor,0,0,0,0,2
235,57157,215006,364161,54876,60047,213257,326965,90931,94762,316428,400773,109637,290714.28,0.22299999,-1.0628196,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
236,198546,229419,111303,151932,300427,147673,73376,169724,383714,223742,139937,174207,365000.0,0.22299999,0.88111985,2,Non_Poor,Non_Severely_Poor,0,0,0,0,5
237,86639,177270,417992,239699,71954,260787,454805,134054,308319,635971,74701,209809,81000.0,0.22299999,-0.32257015,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
238,34006,153156,521901,212537,94724,260121,412611,154144,54735,468647,583433,121985,192000.0,0.33399999,3.3989134,3,Poor,Non_Severely_Poor,0,1,3,0,1
239,77612,346271,490615,7102,85368,334690,480069,21473,242219,419330,552140,15111,245000.0,0.55699998,-0.98069429,5,Poor,Poor,0,0,0,0,2
240,123480,272337,445373,80410,145128,280612,417366,78494,202849,382307,567460,76184,511142.88,0.16699999999999998,1.0233246,1,Non_Poor,Non_Severely_Poor,0,0,3,0,7
241,11605,679595,0,0,691200,0,0,0,917250,4350,0,0,210000.0,0.33399999,0.87252718,3,Poor,Non_Severely_Poor,0,0,0,0,0
242,215998,311302,156075,238225,181088,345269,164858,230385,305041,402038,299927,221794,35000.0,0.33500001,-2.8921549,4,Poor,Non_Severely_Poor,0,0,0,0,1
243,24442,50635,304169,542354,46810,489007,212063,173720,277157,554412,279647,117584,93000.0,0.38999999,-2.2276936000000003,4,Poor,Non_Severely_Poor,0,0,0,0,16
244,9380,291189,300985,320046,55438,327551,312857,225754,248196,576349,255698,148557,221142.86,0.27899998,-1.2331294,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
245,33623,310262,514945,62770,42210,286477,542568,50345,262583,369657,510199,86361,328000.0,0.44599998,1.5479141,5,Poor,Non_Severely_Poor,0,0,0,0,8
246,45156,218398,382110,45536,48154,218067,378668,46311,147448,318358,354946,100848,230000.0,0.22299999,4.2667012,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
247,893179,13326,7073,8022,895844,12361,7507,5888,1206346,11689,10743,22,580185.75,0.16699999999999998,1.1564811000000002,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
248,17664,264520,286271,122745,39031,327498,224079,100592,126043,507435,187632,100490,105000.0,0.55699998,-0.72402549,5,Poor,Poor,0,0,0,0,0
249,8557,93375,283482,305786,51164,190567,370756,78713,122560,409316,361686,28038,87000.0,0.22299999,-2.2276936000000003,2,Non_Poor,Non_Severely_Poor,0,0,0,1,0
250,87534,398811,265228,170027,87152,418347,222738,193363,142996,620652,216377,248775,333000.0,0.16699999999999998,2.5214105,1,Non_Poor,Non_Severely_Poor,0,0,5,0,5
251,102415,211293,298864,78628,30584,343812,231765,85039,116077,620630,98268,86625,63000.0,0.38999999,-2.0499294,4,Poor,Non_Severely_Poor,0,0,0,0,6
252,17828,372243,411801,119728,16678,382793,398302,123827,129255,644020,386004,69521,250000.0,0.16699999999999998,5.0935903,1,Non_Poor,Non_Severely_Poor,0,0,1,1,2
253,226995,302695,247130,144780,279127,327291,194083,121099,400144,430339,249047,149270,205000.0,0.38999999,0.94847578,4,Poor,Non_Severely_Poor,0,0,0,0,2
254,55825,143060,314117,178198,109142,192301,288100,101657,259311,425750,89399,147140,150000.0,0.33399999,3.3703175,3,Poor,Non_Severely_Poor,0,0,1,0,0
255,71968,159207,570575,119850,98364,266764,470618,85854,215546,517426,331822,164006,55000.0,0.55699998,-0.0037424169,5,Poor,Poor,0,0,0,2,4
256,101252,97560,214421,277967,128598,128059,386504,48039,259411,440843,202476,18870,30000.0,0.33399999,3.4014297,3,Poor,Non_Severely_Poor,0,2,5,0,2
257,33086,196767,299380,161967,60779,254956,209931,165534,227711,406333,76365,211191,2200.0,0.27899998,-3.684449700000001,2,Non_Poor,Non_Severely_Poor,0,1,0,0,2
258,138761,203548,215936,132955,121359,277241,159327,133273,317679,238710,158388,206823,100000.0,0.55799997,-3.1286507,5,Poor,Poor,0,0,0,0,6
259,249193,352246,221005,99156,239354,362762,211687,107797,325718,503994,274529,124559,285000.0,0.22299999,3.1196313,2,Non_Poor,Non_Severely_Poor,0,1,13,0,5
260,74143,220107,294388,332962,144477,259194,250213,267716,415024,432194,86685,294897,0.0,0.391,-2.1387448,5,Poor,Non_Severely_Poor,0,0,1,0,4
261,127067,164418,258133,371982,257188,186763,180700,296949,476461,331093,228503,192743,15000.0,0.50199997,-1.618165,5,Poor,Poor,0,0,0,0,5
262,88833,200673,307587,324507,82617,319583,337028,182372,267012,465740,274432,221616,40000.0,0.38999999,0.024826167000000003,4,Poor,Non_Severely_Poor,0,0,1,0,2
263,122442,346276,246496,206386,154529,225041,364753,177277,239414,349018,505824,134544,50000.0,0.38999999,1.3228886999999998,4,Poor,Non_Severely_Poor,0,0,0,0,4
264,51179,161279,350013,128729,51542,213199,376317,50142,112965,491351,268853,48431,65000.0,0.16699999999999998,-1.2775364,1,Non_Poor,Non_Severely_Poor,0,0,0,0,5
265,100804,128177,325111,367508,163887,221057,417597,119059,282468,398098,440556,107678,210000.0,0.16699999999999998,1.9355531000000004,1,Non_Poor,Non_Severely_Poor,0,0,2,0,4
266,72722,355293,345007,148578,141440,389949,268977,121234,337603,397454,322493,171250,500.0,0.112,-2.3657579,1,Non_Poor,Non_Severely_Poor,0,0,1,0,6
267,57053,238645,225013,170489,81379,266003,202363,141455,203668,432233,170776,114923,559000.0,0.16699999999999998,0.0039989799,1,Non_Poor,Non_Severely_Poor,0,0,1,0,1
268,40045,231010,187971,232174,88556,245145,227566,129933,249001,392843,171943,107813,12000.0,0.61299998,-1.8374332,5,Poor,Poor,0,0,0,0,6
269,118571,310011,256767,236251,110914,365121,220384,225181,356769,460955,150715,260361,235000.0,0.27899998,0.59835523,2,Non_Poor,Non_Severely_Poor,0,0,1,0,1
270,94633,224311,420840,181816,164715,158582,409707,188596,266761,271988,475632,214419,203000.0,0.16699999999999998,2.6807551,1,Non_Poor,Non_Severely_Poor,0,0,4,0,7
271,85672,157300,457862,220766,65146,230402,482903,143149,180289,551075,289507,207929,260000.0,0.33399999,0.08026859900000001,3,Poor,Non_Severely_Poor,0,0,0,0,6
272,66893,176156,403326,44825,84105,227542,299483,80070,182978,421602,281120,35900,118000.0,0.55699998,-0.31370142,5,Poor,Poor,0,0,0,0,1
273,17501,174071,392500,337528,75662,350984,289575,205379,387222,495502,86365,259711,100000.0,0.16699999999999998,-1.0920333,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
274,9750,182401,649615,79834,18426,257232,580911,65031,104173,788569,270478,65580,0.0,0.38999999,-0.23272209,4,Poor,Non_Severely_Poor,0,0,0,0,1
275,12221,71424,645221,192734,21189,204901,607744,87766,156081,828298,168028,76393,99000.0,0.16699999999999998,-0.46869597,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
276,26440,292203,349205,23352,70732,257032,337009,26427,78506,360315,451244,31535,53000.0,0.16699999999999998,-0.17491914,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
277,97230,253908,312624,257838,93665,274072,323581,230282,155044,465451,416650,191655,507000.0,0.33399999,1.5094141,3,Poor,Non_Severely_Poor,0,1,9,0,9
278,127988,98486,548230,146896,81947,162285,636447,40921,157241,545205,450891,75463,353000.0,0.55699998,-1.1582796999999998,5,Poor,Poor,0,0,0,0,2
279,264447,236600,192286,228267,237299,248861,240614,194826,305871,370951,327719,224259,398857.16,0.38999999,0.65775323,4,Poor,Non_Severely_Poor,0,0,0,2,8
280,141274,180251,230432,139243,101414,232418,226783,130585,223123,370336,189369,138772,120000.0,0.22299999,-0.66143656,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
281,37572,136121,346719,170788,76738,210151,354925,49386,202718,444312,238792,35778,50000.0,0.33399999,1.1363431,3,Poor,Non_Severely_Poor,0,0,6,0,3
282,62697,204849,295399,128255,88150,278615,191525,132910,304711,293961,142814,180114,267000.0,0.16699999999999998,0.036563184,1,Non_Poor,Non_Severely_Poor,0,0,2,0,11
283,14455,135716,403222,137807,8184,170529,462779,49708,150761,519329,181833,69677,390000.0,0.33399999,4.449048,3,Poor,Non_Severely_Poor,0,1,1,0,28
284,95620,194377,503213,128390,105366,219576,466691,129967,150001,527234,469373,82192,24000.0,0.38999999,-0.91223699,4,Poor,Non_Severely_Poor,0,0,0,0,5
285,112458,325521,299227,184394,32177,382232,360188,147003,77118,497253,522974,131455,237500.0,0.38999999,1.4488649,4,Poor,Non_Severely_Poor,0,0,0,0,3
286,30770,177111,348419,134900,56464,205754,353970,75012,182309,380374,223333,135584,106000.0,0.38999999,-0.1312087,4,Poor,Non_Severely_Poor,0,0,0,1,14
287,126887,281536,285184,227993,154929,319125,213449,234097,297511,364869,319775,246645,15000.0,0.33399999,-1.3480758999999998,3,Poor,Non_Severely_Poor,0,0,0,0,4
288,82132,292735,395301,151432,93475,331465,322611,174049,196844,316429,420877,294650,68000.0,0.16699999999999998,7.5263519,1,Non_Poor,Non_Severely_Poor,0,0,8,1,0
289,18454,199113,439434,34199,29604,234534,395992,31070,44702,267499,580133,29266,0.0,0.27899998,-1.6524354,2,Non_Poor,Non_Severely_Poor,0,0,0,0,5
290,0,165,687699,3336,0,84051,606679,470,0,80278,839759,1563,20000.0,0.22400001,-3.8007667,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
291,81278,171501,429191,239630,122382,135501,524815,138902,256107,398745,277324,296624,75000.0,0.22299999,-0.74066174,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
292,73771,235583,392300,219946,102286,285179,345800,188335,293414,495776,260742,178868,595000.0,0.33399999,4.6001687,3,Poor,Non_Severely_Poor,0,0,0,4,3
293,21381,149284,438388,82147,42152,172530,403507,73011,72695,238747,453397,156761,227000.0,0.38999999,-0.95431787,4,Poor,Non_Severely_Poor,0,0,1,0,0
