,,municipality,commune,pic_1,panoramaid1,pic_2_1,panoramaid2,pic_2_2,panoramaid3,pic_2_3,panoramaid4,pic_2_4,panoramaid5,pic_2_5,pic_2_2_detections,pic_1_detections,pic_2_1_detections,pic_2_3_detections,pic_2_4_detections,pic_2_5_detections
uuid:79da40a7-029e-43f8-9f58-7b8d09c343e7,Jan 31,Cazenga,Cazenga,1548950453730.jpg,Left,1548950474081.jpg,Left-front,1548950484672.jpg,Front,1548950521318.jpg,Front-right,1548950540561.jpg,Right,1548950574461.jpg,[],"[{'name': 'person', 'percentage_probability': 97.41417169570923, 'box_points': [103, 292, 196, 640]}]",[],[],[],"[{'name': 'person', 'percentage_probability': 99.9616801738739, 'box_points': [102, 284, 311, 475]}]"
uuid:7a1a6175-17e1-46ca-9730-c37906f800eb,Feb 13,Samba,Futungo de Belas,1550063742927.jpg,Left,1550063756459.jpg,Left-front,1550063768455.jpg,Front,1550063784632.jpg,Front-right,1550063798454.jpg,Right,1550063808061.jpg,[],[],[],[],[],[]
uuid:7a255939-517e-49fa-b252-bab32e99f3d4,Feb 14,Viana,Viana Sede,1550149122883.jpg,Left,1550149141522.jpg,Left-front,1550149155899.jpg,Front,1550149177955.jpg,Front-right,1550149186340.jpg,Right,1550149194908.jpg,"[{'name': 'person', 'percentage_probability': 81.2783420085907, 'box_points': [160, 164, 179, 223]}]","[{'name': 'person', 'percentage_probability': 95.64924240112305, 'box_points': [397, 328, 454, 401]}]",[],[],[],[]
uuid:7a7e4961-b3e7-4b29-82b3-7328f24905eb,Feb 13,Viana,Viana Sede,1550065259692.jpg,Left,1550065270310.jpg,Left-front,1550065279628.jpg,Front,1550065286742.jpg,Front-right,1550065293339.jpg,Right,1550065301116.jpg,"[{'name': 'person', 'percentage_probability': 74.93985295295715, 'box_points': [304, 232, 317, 266]}, {'name': 'person', 'percentage_probability': 97.58570194244385, 'box_points': [592, 276, 626, 373]}]",[],"[{'name': 'person', 'percentage_probability': 86.87812089920044, 'box_points': [505, 154, 521, 195]}, {'name': 'person', 'percentage_probability': 71.77295684814453, 'box_points': [622, 160, 638, 204]}, {'name': 'car', 'percentage_probability': 83.2522451877594, 'box_points': [213, 143, 271, 178]}, {'name': 'person', 'percentage_probability': 94.1128134727478, 'box_points': [406, 153, 432, 199]}]","[{'name': 'person', 'percentage_probability': 73.85401725769043, 'box_points': [117, 199, 139, 286]}, {'name': 'person', 'percentage_probability': 82.62797594070435, 'box_points': [93, 208, 120, 284]}, {'name': 'person', 'percentage_probability': 94.13657784461975, 'box_points': [46, 201, 83, 297]}]",[],"[{'name': 'person', 'percentage_probability': 74.91666674613953, 'box_points': [367, 191, 379, 224]}]"
uuid:7a8115aa-fddc-4490-a01d-9043bffdccb3,Feb 25,Viana,Viana Sede,1551107647860.jpg,Left,1551107667097.jpg,Left-front,1551107678802.jpg,Front,1551107690418.jpg,Front-right,1551107701606.jpg,Right,1551107720857.jpg,[],[],[],[],[],[]
uuid:7a8bc56a-fe89-4cc0-8bf8-81fb941b2b95,Feb 12,Viana,Viana Sede,1549964098462.jpg,Left,1549964120862.jpg,Left-front,1549964131018.jpg,Front,1549964141438.jpg,Front-right,1549964153280.jpg,Right,1549964161821.jpg,"[{'name': 'person', 'percentage_probability': 77.67450213432312, 'box_points': [158, 139, 174, 182]}, {'name': 'person', 'percentage_probability': 91.82058572769165, 'box_points': [203, 124, 238, 210]}, {'name': 'person', 'percentage_probability': 84.17201042175293, 'box_points': [170, 127, 205, 216]}, {'name': 'bench', 'percentage_probability': 87.80657052993774, 'box_points': [42, 217, 160, 371]}, {'name': 'chair', 'percentage_probability': 74.8499870300293, 'box_points': [44, 217, 156, 372]}]",[],"[{'name': 'person', 'percentage_probability': 99.03732538223267, 'box_points': [466, 22, 510, 127]}, {'name': 'bench', 'percentage_probability': 63.12623620033264, 'box_points': [241, 113, 339, 259]}, {'name': 'chair', 'percentage_probability': 90.29226303100586, 'box_points': [240, 112, 338, 258]}]",[],"[{'name': 'potted plant', 'percentage_probability': 71.21819257736206, 'box_points': [242, 136, 485, 474]}]",[]
uuid:7ac32192-6bf8-42c3-8d3c-b58ce6079589,Feb 2,Kilamba Kiaxi,Kilamba Kiaxi,1549100334495.jpg,Left,1549100347189.jpg,Left-front,1549100361244.jpg,Front,1549100374780.jpg,Front-right,1549100383090.jpg,Right,1549100392877.jpg,[],[],[],[],"[{'name': 'person', 'percentage_probability': 92.0787513256073, 'box_points': [556, 281, 580, 369]}]","[{'name': 'car', 'percentage_probability': 68.83653998374939, 'box_points': [440, 260, 470, 287]}, {'name': 'car', 'percentage_probability': 78.72753143310547, 'box_points': [508, 267, 553, 314]}]"
uuid:7ac63bd8-5855-48a6-a210-f8e144b9fed2,Feb 14,Viana,Viana Sede,1550154968160.jpg,Left,1550154980022.jpg,Left-front,1550154988532.jpg,Front,1550154996826.jpg,Front-right,1550155005189.jpg,Right,1550155030885.jpg,[],[],"[{'name': 'car', 'percentage_probability': 75.59958696365356, 'box_points': [431, 193, 482, 222]}]",[],[],"[{'name': 'person', 'percentage_probability': 96.04461193084717, 'box_points': [443, 114, 509, 371]}]"
uuid:7adef85f-3dab-46e1-b5af-43e02b287d27,Feb 12,Viana,Viana Sede,1549969529852.jpg,Left,1549969575343.jpg,Left-front,1549969585272.jpg,Front,1549969593529.jpg,Front-right,1549969604935.jpg,Right,1549969614307.jpg,"[{'name': 'person', 'percentage_probability': 93.96997690200806, 'box_points': [456, 99, 470, 142]}, {'name': 'person', 'percentage_probability': 80.56755065917969, 'box_points': [505, 95, 525, 160]}, {'name': 'car', 'percentage_probability': 95.19294500350952, 'box_points': [522, 98, 623, 161]}]",[],[],[],[],[]
uuid:7af98204-2f03-4882-962e-0299b24dde0b,Jan 31,Maianga,Cassequel,1548932323119.jpg,Left,1548932334925.jpg,Left-front,1548932345346.jpg,Front,1548932355831.jpg,Front-right,1548932368619.jpg,Right,1548932383204.jpg,"[{'name': 'car', 'percentage_probability': 59.906983375549316, 'box_points': [40, 159, 95, 180]}, {'name': 'car', 'percentage_probability': 62.4467670917511, 'box_points': [270, 168, 299, 197]}, {'name': 'truck', 'percentage_probability': 52.4028480052948, 'box_points': [263, 148, 302, 183]}, {'name': 'car', 'percentage_probability': 51.04941129684448, 'box_points': [104, 199, 174, 272]}, {'name': 'truck', 'percentage_probability': 95.78948020935059, 'box_points': [130, 124, 266, 189]}, {'name': 'car', 'percentage_probability': 96.32219076156616, 'box_points': [1, 198, 149, 374]}, {'name': 'car', 'percentage_probability': 74.3433952331543, 'box_points': [276, 144, 645, 403]}, {'name': 'truck', 'percentage_probability': 57.88942575454712, 'box_points': [278, 144, 653, 408]}]",[],"[{'name': 'truck', 'percentage_probability': 63.47799301147461, 'box_points': [592, 153, 638, 181]}, {'name': 'person', 'percentage_probability': 58.830857276916504, 'box_points': [457, 162, 475, 188]}, {'name': 'truck', 'percentage_probability': 57.98507332801819, 'box_points': [538, 154, 598, 175]}, {'name': 'car', 'percentage_probability': 72.1211314201355, 'box_points': [312, 163, 445, 243]}, {'name': 'car', 'percentage_probability': 96.49930596351624, 'box_points': [244, 190, 637, 366]}]","[{'name': 'truck', 'percentage_probability': 99.13908243179321, 'box_points': [385, 180, 512, 229]}, {'name': 'car', 'percentage_probability': 55.89150786399841, 'box_points': [0, 146, 317, 438]}, {'name': 'truck', 'percentage_probability': 94.53863501548767, 'box_points': [0, 148, 313, 437]}]","[{'name': 'truck', 'percentage_probability': 64.82135653495789, 'box_points': [1, 207, 53, 243]}, {'name': 'car', 'percentage_probability': 79.30024266242981, 'box_points': [427, 230, 632, 355]}, {'name': 'car', 'percentage_probability': 58.215850591659546, 'box_points': [512, 300, 640, 411]}, {'name': 'car', 'percentage_probability': 58.64890813827515, 'box_points': [475, 266, 635, 382]}]","[{'name': 'person', 'percentage_probability': 52.50232815742493, 'box_points': [386, 234, 399, 251]}, {'name': 'person', 'percentage_probability': 56.086671352386475, 'box_points': [431, 236, 446, 253]}, {'name': 'person', 'percentage_probability': 82.47494697570801, 'box_points': [569, 257, 605, 313]}, {'name': 'person', 'percentage_probability': 59.48931574821472, 'box_points': [600, 263, 637, 315]}, {'name': 'car', 'percentage_probability': 84.37478542327881, 'box_points': [33, 223, 263, 363]}, {'name': 'car', 'percentage_probability': 94.55008506774902, 'box_points': [161, 255, 563, 416]}]"
uuid:7b8395fd-5797-45ca-8b23-c7c149571a42,Feb 12,Viana,Viana Sede,1549967287221.jpg,Left,1549967300012.jpg,Left-front,1549967307905.jpg,Front,1549967314075.jpg,Front-right,1549967325206.jpg,Right,1549967336033.jpg,[],[],[],[],"[{'name': 'car', 'percentage_probability': 68.7035620212555, 'box_points': [617, 264, 640, 328]}]",[]
uuid:7b849108-32d9-4926-94c0-2732557e6dda,Jan 29,Cacuaco,Kikolo,1548769692617.jpg,Left,1548769706454.jpg,Left-front,1548769723666.jpg,Front,1548769734633.jpg,Front-right,1548769746012.jpg,Right,1548769808461.jpg,"[{'name': 'person', 'percentage_probability': 99.83782768249512, 'box_points': [227, 178, 288, 311]}]","[{'name': 'chair', 'percentage_probability': 94.89588141441345, 'box_points': [94, 336, 148, 419]}, {'name': 'chair', 'percentage_probability': 92.56771802902222, 'box_points': [209, 339, 272, 421]}, {'name': 'chair', 'percentage_probability': 89.96221423149109, 'box_points': [3, 346, 69, 430]}]",[],[],[],[]
uuid:7bd111d7-f307-4a2f-a5bb-3cf79304a50c,Feb 21,Viana,Viana Sede,1550758939414.jpg,Left,1550759002880.jpg,Left-front,1550759047430.jpg,Front,1550759071765.jpg,Front-right,1550759120444.jpg,Right,1550759127328.jpg,"[{'name': 'car', 'percentage_probability': 79.05653119087219, 'box_points': [0, 122, 24, 149]}, {'name': 'car', 'percentage_probability': 96.76119089126587, 'box_points': [382, 64, 637, 271]}]",[],"[{'name': 'truck', 'percentage_probability': 64.31967616081238, 'box_points': [326, 177, 369, 207]}, {'name': 'car', 'percentage_probability': 79.18477654457092, 'box_points': [276, 184, 302, 206]}, {'name': 'person', 'percentage_probability': 66.40225648880005, 'box_points': [407, 182, 424, 222]}, {'name': 'person', 'percentage_probability': 51.810747385025024, 'box_points': [436, 191, 453, 223]}]","[{'name': 'bench', 'percentage_probability': 72.62310981750488, 'box_points': [379, 287, 422, 342]}, {'name': 'car', 'percentage_probability': 83.431476354599, 'box_points': [146, 264, 254, 395]}]",[],[]
uuid:7bdc20c3-f4c8-430b-b95b-52b0a4003534,Feb 25,Cazenga,Cazenga,1551087550697.jpg,Left,1551087415415.jpg,Left-front,1551087430803.jpg,Front,1551087456171.jpg,Front-right,1551087464579.jpg,Right,1551087500315.jpg,[],"[{'name': 'person', 'percentage_probability': 97.39370346069336, 'box_points': [24, 259, 71, 330]}, {'name': 'person', 'percentage_probability': 66.338449716568, 'box_points': [332, 279, 360, 348]}]",[],[],[],"[{'name': 'person', 'percentage_probability': 75.55992603302002, 'box_points': [27, 373, 178, 454]}]"
uuid:7c13b546-d172-472b-bd43-257747d67b3b,Jan 28,Cacuaco,Kikolo,1548677157302.jpg,Left,1548677172199.jpg,Left-front,1548677186078.jpg,Front,1548677213698.jpg,Front-right,1548677226804.jpg,Right,1548677260253.jpg,"[{'name': 'frisbee', 'percentage_probability': 62.97343373298645, 'box_points': [235, 291, 271, 332]}]",[],"[{'name': 'person', 'percentage_probability': 88.75238299369812, 'box_points': [353, 229, 422, 441]}, {'name': 'person', 'percentage_probability': 94.80570554733276, 'box_points': [88, 160, 268, 472]}, {'name': 'person', 'percentage_probability': 61.2670361995697, 'box_points': [227, 342, 393, 466]}]","[{'name': 'person', 'percentage_probability': 98.91881942749023, 'box_points': [56, 174, 169, 477]}, {'name': 'person', 'percentage_probability': 94.31759119033813, 'box_points': [526, 286, 635, 473]}]",[],[]
uuid:7c261f0d-06d6-4104-90a8-943a1790b135,Feb 8,Cacuaco,Kikolo,1549636294553.jpg,Left,1549636303276.jpg,Left-front,1549636312675.jpg,Front,1549636319518.jpg,Front-right,1549636326050.jpg,Right,1549636335298.jpg,[],[],"[{'name': 'person', 'percentage_probability': 82.03365802764893, 'box_points': [294, 65, 321, 137]}, {'name': 'person', 'percentage_probability': 55.75767755508423, 'box_points': [304, 145, 400, 266]}, {'name': 'person', 'percentage_probability': 72.58248329162598, 'box_points': [218, 180, 297, 278]}, {'name': 'person', 'percentage_probability': 82.23400115966797, 'box_points': [208, 216, 299, 331]}, {'name': 'person', 'percentage_probability': 68.81766319274902, 'box_points': [294, 149, 384, 382]}]",[],[],"[{'name': 'person', 'percentage_probability': 94.1672682762146, 'box_points': [301, 151, 347, 288]}, {'name': 'person', 'percentage_probability': 88.62913250923157, 'box_points': [373, 140, 470, 394]}]"
uuid:7cb81a7c-a6d9-4769-b6ad-9dbced1e8a08,Feb 4,Kilamba Kiaxi,Kilamba Kiaxi,1549283086089.jpg,Left,1549283105289.jpg,Left-front,1549283113682.jpg,Front,1549283121017.jpg,Front-right,1549283132373.jpg,Right,1549283141007.jpg,"[{'name': 'person', 'percentage_probability': 96.66666984558105, 'box_points': [161, 241, 196, 346]}, {'name': 'person', 'percentage_probability': 90.39121270179749, 'box_points': [320, 283, 372, 354]}, {'name': 'person', 'percentage_probability': 82.12502002716064, 'box_points': [231, 233, 278, 346]}]","[{'name': 'chair', 'percentage_probability': 93.89277696609497, 'box_points': [0, 378, 37, 468]}, {'name': 'chair', 'percentage_probability': 89.34354782104492, 'box_points': [43, 380, 109, 469]}]","[{'name': 'person', 'percentage_probability': 72.1736490726471, 'box_points': [159, 253, 173, 295]}, {'name': 'person', 'percentage_probability': 60.17375588417053, 'box_points': [146, 258, 157, 295]}, {'name': 'person', 'percentage_probability': 65.21406769752502, 'box_points': [141, 258, 151, 294]}]",[],"[{'name': 'person', 'percentage_probability': 69.84028816223145, 'box_points': [482, 201, 505, 228]}, {'name': 'person', 'percentage_probability': 56.70797824859619, 'box_points': [456, 203, 479, 225]}, {'name': 'person', 'percentage_probability': 75.04922151565552, 'box_points': [566, 220, 589, 257]}, {'name': 'person', 'percentage_probability': 76.72150731086731, 'box_points': [519, 200, 551, 235]}, {'name': 'car', 'percentage_probability': 98.99956583976746, 'box_points': [290, 227, 602, 386]}]","[{'name': 'person', 'percentage_probability': 65.89027047157288, 'box_points': [65, 180, 84, 206]}, {'name': 'person', 'percentage_probability': 54.53799366950989, 'box_points': [80, 174, 113, 217]}, {'name': 'person', 'percentage_probability': 61.502236127853394, 'box_points': [293, 186, 308, 246]}, {'name': 'person', 'percentage_probability': 88.11904191970825, 'box_points': [366, 204, 386, 258]}, {'name': 'person', 'percentage_probability': 65.23756980895996, 'box_points': [81, 175, 129, 237]}, {'name': 'person', 'percentage_probability': 85.88504791259766, 'box_points': [273, 188, 293, 257]}, {'name': 'person', 'percentage_probability': 55.42413592338562, 'box_points': [580, 199, 600, 258]}, {'name': 'person', 'percentage_probability': 56.516969203948975, 'box_points': [445, 221, 467, 274]}, {'name': 'person', 'percentage_probability': 85.16440391540527, 'box_points': [328, 211, 351, 285]}, {'name': 'person', 'percentage_probability': 91.63249731063843, 'box_points': [471, 218, 514, 345]}, {'name': 'car', 'percentage_probability': 96.83501720428467, 'box_points': [0, 201, 137, 341]}, {'name': 'person', 'percentage_probability': 85.51101684570312, 'box_points': [519, 210, 565, 346]}]"
uuid:7cfad9cd-8a07-472a-86f6-66aebcde2b93,Feb 4,Kilamba Kiaxi,Kilamba Kiaxi,1549291516762.jpg,Left,1549291525973.jpg,Left-front,1549291537256.jpg,Front,1549291550655.jpg,Front-right,1549291558365.jpg,Right,1549291567721.jpg,"[{'name': 'suitcase', 'percentage_probability': 52.359068393707275, 'box_points': [226, 235, 253, 277]}, {'name': 'person', 'percentage_probability': 85.08552312850952, 'box_points': [394, 183, 448, 285]}, {'name': 'person', 'percentage_probability': 99.70602989196777, 'box_points': [182, 142, 242, 312]}]","[{'name': 'person', 'percentage_probability': 50.590866804122925, 'box_points': [317, 220, 362, 407]}]","[{'name': 'person', 'percentage_probability': 86.88728213310242, 'box_points': [93, 184, 156, 325]}]",[],"[{'name': 'person', 'percentage_probability': 65.19258618354797, 'box_points': [622, 201, 638, 251]}]","[{'name': 'person', 'percentage_probability': 82.17355012893677, 'box_points': [304, 175, 318, 211]}, {'name': 'person', 'percentage_probability': 78.0712366104126, 'box_points': [379, 176, 390, 210]}, {'name': 'person', 'percentage_probability': 84.32327508926392, 'box_points': [123, 204, 171, 267]}]"
uuid:7d227da2-fd27-4961-9993-cc0f4476e392,Feb 14,Viana,Viana Sede,1550140967849.jpg,Left,1550140978556.jpg,Left-front,1550140993085.jpg,Front,1550141003053.jpg,Front-right,1550141011216.jpg,Right,1550141019655.jpg,[],[],"[{'name': 'person', 'percentage_probability': 75.65191984176636, 'box_points': [451, 215, 468, 263]}, {'name': 'person', 'percentage_probability': 55.77976703643799, 'box_points': [437, 229, 449, 262]}, {'name': 'person', 'percentage_probability': 51.137715578079224, 'box_points': [465, 234, 476, 263]}]",[],[],"[{'name': 'car', 'percentage_probability': 91.62219762802124, 'box_points': [120, 189, 177, 235]}]"
uuid:7d27157b-f457-4e88-ad1f-3123526a3d31,Jan 31,Maianga,Cassequel,1548926601830.jpg,Left,1548926615290.jpg,Left-front,1548926633768.jpg,Front,1548926648866.jpg,Front-right,1548926662642.jpg,Right,1548926678808.jpg,"[{'name': 'person', 'percentage_probability': 91.27837419509888, 'box_points': [371, 184, 386, 217]}]",[],"[{'name': 'potted plant', 'percentage_probability': 72.40790128707886, 'box_points': [226, 225, 257, 264]}]","[{'name': 'person', 'percentage_probability': 56.14690184593201, 'box_points': [395, 250, 410, 292]}, {'name': 'person', 'percentage_probability': 58.35810303688049, 'box_points': [438, 249, 451, 295]}, {'name': 'truck', 'percentage_probability': 85.84272861480713, 'box_points': [309, 246, 374, 290]}, {'name': 'bus', 'percentage_probability': 87.05170154571533, 'box_points': [443, 247, 639, 334]}, {'name': 'person', 'percentage_probability': 99.33949112892151, 'box_points': [217, 261, 273, 387]}]","[{'name': 'person', 'percentage_probability': 56.885695457458496, 'box_points': [575, 206, 590, 244]}, {'name': 'person', 'percentage_probability': 50.85601806640625, 'box_points': [595, 201, 606, 238]}, {'name': 'truck', 'percentage_probability': 90.59697389602661, 'box_points': [34, 186, 115, 238]}, {'name': 'truck', 'percentage_probability': 58.34469795227051, 'box_points': [386, 172, 452, 231]}, {'name': 'truck', 'percentage_probability': 65.36909341812134, 'box_points': [490, 193, 566, 233]}, {'name': 'car', 'percentage_probability': 85.95468997955322, 'box_points': [200, 204, 307, 241]}, {'name': 'person', 'percentage_probability': 54.88591194152832, 'box_points': [405, 199, 426, 244]}, {'name': 'car', 'percentage_probability': 77.96669006347656, 'box_points': [603, 230, 641, 344]}, {'name': 'truck', 'percentage_probability': 90.29253721237183, 'box_points': [152, 145, 382, 234]}]","[{'name': 'car', 'percentage_probability': 95.94904780387878, 'box_points': [27, 206, 255, 357]}]"
