,r0,r1,r2,r3,r4,r5,r6,r7,g0,g1,g2,g3,g4,g5,g6,g7,b0,b1,b2,b3,b4,b5,b6,b7,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
390,35983,63183,78546,108134,115138,115027,133390,41799,11991,62459,137628,106909,138152,101923,100682,31456,35297,97706,197641,246859,147369,79761,62045,54922,0.0,0.44599998,-1.4350116000000002,5,Poor,Non_Severely_Poor,0,1,1,0,5
391,231066,129990,114218,95200,108246,104921,34625,103334,230138,150928,111909,108337,87433,107526,45948,79381,281866,161377,147634,184263,192447,149571,27220,84422,200000.0,0.33399999,3.2615213,3,Poor,Non_Severely_Poor,0,0,0,1,3
392,634,18804,90601,128917,224940,237718,168419,51567,1534,32043,81853,182257,256433,167421,149657,50402,20040,91156,142665,341785,289269,155097,142906,45882,121500.0,0.22299999,0.51349264,2,Non_Poor,Non_Severely_Poor,0,1,0,0,13
393,13662,68729,79481,114284,206186,350188,83741,5329,56198,108009,69923,76307,245997,294568,65990,4608,198859,161487,213020,162882,115915,214298,159154,3185,457142.84,0.16699999999999998,2.5165823,1,Non_Poor,Non_Severely_Poor,0,2,1,0,12
394,23170,62941,106235,44883,50477,78520,110596,214378,26724,97215,229469,120462,61328,74402,26349,55251,95481,265705,200397,116556,82103,35403,28724,97231,0.0,0.27899998,0.51428312,2,Non_Poor,Non_Severely_Poor,0,0,0,1,11
395,3099,33914,89185,175890,88112,107413,123884,69703,12345,87416,165251,108792,69259,132238,97687,18212,96814,193040,148255,151704,118106,114813,78885,19983,127000.0,0.38999999,-1.5858275,4,Poor,Non_Severely_Poor,0,0,0,0,10
396,15087,44699,56964,66820,79203,307160,343958,7709,19481,57822,58904,139538,456936,80738,99910,8271,83431,189730,469848,233076,119236,17626,101056,14797,0.0,0.33399999,4.1195049,3,Poor,Non_Severely_Poor,0,0,1,0,1
397,7145,23010,66799,141796,412510,189683,74481,6176,2989,33152,75518,123661,464159,157550,60310,4261,29832,124545,127744,231428,543905,104055,47816,19475,320000.0,0.16699999999999998,0.98183757,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
398,35447,54260,69783,116736,142838,224945,240354,37237,37798,67932,99951,112743,139799,306732,129422,27223,116995,170040,118403,185770,251646,175207,79836,130903,58000.0,0.27899998,0.29419595,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
399,21,121,7139,107536,360816,213592,1934,41,38,302,10505,141311,328603,208155,2193,93,63,759,47436,218922,411642,240288,2336,154,43000.0,0.27899998,-2.3780646,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
400,8213,47309,37353,124474,308089,231503,114422,50237,17967,34632,62967,191625,403745,43876,67244,99544,34625,95388,214626,459253,155785,59984,55602,153537,5000.0,0.056000002,0.88050181,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
401,14442,27833,40232,95206,114586,216373,128692,53836,18905,41044,75095,118571,239976,123218,24228,50163,25416,118357,170662,221584,195913,104972,19087,65609,70000.0,0.33399999,0.38539526,3,Poor,Non_Severely_Poor,0,0,2,0,0
402,30272,79208,135796,133414,247386,179420,79172,36932,31543,80354,131135,152879,235518,168302,63320,58549,114511,133510,174567,355985,251587,95583,43480,59577,490000.0,0.38999999,-0.98181182,4,Poor,Non_Severely_Poor,0,0,0,2,7
403,28888,124340,82146,63541,114948,184635,228326,94776,37885,152606,81774,93420,190900,254008,35645,75362,139432,187268,239813,313934,217802,27463,13865,89223,145000.0,0.22299999,-1.1959486,2,Non_Poor,Non_Severely_Poor,0,0,0,0,5
404,44883,28917,43974,102879,119391,501948,54296,25312,44575,53653,80323,118057,350001,209958,37119,27914,70246,134247,210175,533362,54167,94190,97968,34445,94000.0,0.72499996,-3.1837878,5,Poor,Poor,0,1,0,0,0
405,27699,65521,106828,98414,129454,178288,82350,2646,16128,103377,101036,113322,100838,217579,35456,3464,33706,159067,152741,140884,161208,200227,59693,14074,100000.0,0.38999999,-0.10616524,4,Poor,Non_Severely_Poor,0,5,26,0,25
406,4431,55439,111738,136085,148773,252044,185660,27430,38421,99287,131253,78819,242784,245999,55438,29599,116356,143330,153248,391994,203874,126335,29816,63847,181000.0,0.16699999999999998,1.436294,1,Non_Poor,Non_Severely_Poor,0,3,0,0,5
407,50841,113218,106238,111575,131514,54055,103067,20692,42033,124990,129125,138257,59786,57059,79354,60596,105211,189205,240279,115214,44273,73324,72884,81210,85500.0,0.38999999,-1.2788242,4,Poor,Non_Severely_Poor,0,1,0,0,0
408,36928,334156,270414,141502,91646,24721,6881,15352,29117,339621,251463,152516,92213,32769,8121,15780,34257,354639,258976,181042,186894,161421,35102,16469,210000.0,0.50099999,3.7692368,5,Poor,Poor,0,0,0,0,1
409,6666,31950,66772,94170,177616,186473,58184,69369,9962,60756,84694,131969,184562,107456,43517,68284,45972,104656,133655,249472,154366,93776,76529,63174,80000.0,0.38999999,-1.1411923000000002,4,Poor,Non_Severely_Poor,0,0,0,0,5
410,0,1622,43538,117998,154982,250252,115300,7508,1,2882,91111,171385,231095,103738,77559,13429,8756,125791,283613,247682,83490,52925,95094,24249,0.0,0.22299999,-2.0427959,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
411,52327,115989,121693,246002,238781,100465,19387,26956,53468,118990,125142,246884,212428,112973,24773,26942,54866,124893,152763,375063,332674,134585,27342,26614,143000.0,0.16699999999999998,2.2741518,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
412,5837,60801,104389,113719,162675,131774,71369,40636,12719,74083,147851,156497,110570,87798,57508,44174,71371,164795,174707,219642,119077,45881,62000,64127,,0.0,6.5274601,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
413,16110,49390,65174,71367,96374,261212,130492,1081,13353,66667,60159,83331,120962,278632,67549,547,69113,116978,122880,176621,182330,131409,96849,25420,80000.0,0.38999999,4.1345582,4,Poor,Non_Severely_Poor,0,0,4,0,2
414,13733,50032,92250,65621,56332,81892,271568,59772,25966,93672,71922,58876,126879,236151,49144,28590,110185,137946,139545,335489,102779,48653,22533,24470,25000.0,0.16699999999999998,-1.2067275,1,Non_Poor,Non_Severely_Poor,0,0,0,0,24
415,100177,61228,46627,119592,200948,135175,27241,212,27367,29568,61714,131482,270104,140327,30001,637,39214,56265,145957,260567,201935,173401,38393,5868,225000.0,0.33399999,-0.18787779,3,Poor,Non_Severely_Poor,0,0,0,0,9
416,7808,27669,69799,122654,172712,171303,30194,89061,12745,48387,113992,141056,170333,106718,8199,89770,30785,118520,162722,222578,225674,63877,5309,92135,60000.0,0.33500001,-1.9727111,4,Poor,Non_Severely_Poor,0,0,0,0,5
417,11967,66184,55143,80203,119996,165263,127469,64975,16690,93985,123263,101868,115066,145156,66404,28768,48776,134293,198547,192819,99113,165538,74927,7587,120000.0,0.16699999999999998,-0.90142459,1,Non_Poor,Non_Severely_Poor,0,1,0,0,14
418,13149,54796,97852,110012,321302,202099,91364,31026,15584,60347,119337,177046,357987,61527,62789,66983,77590,147760,352014,343574,103671,46469,91678,66044,50000.0,0.44599998,2.4138758,5,Poor,Non_Severely_Poor,0,0,0,5,0
419,18509,86552,157496,141188,86976,57310,65222,77947,17342,90546,148135,136219,81800,66385,74230,76543,90543,171518,183571,145907,110449,132720,38379,48513,66200.0,0.33399999,1.9498671000000003,3,Poor,Non_Severely_Poor,0,0,0,0,3
420,377,16170,93171,138781,369092,224732,13790,65487,6,25063,112486,183600,289893,217572,20127,72853,8261,66017,155440,258965,339089,257878,38958,104192,70000.0,0.38999999,0.44863698,4,Poor,Non_Severely_Poor,0,2,7,0,6
421,17942,45265,56718,79087,255679,145721,61643,29145,22144,67494,46605,100783,257399,162906,6515,27354,61293,74660,85427,199982,355384,67418,51902,25534,,0.33399999,-1.6346881000000002,3,Poor,Non_Severely_Poor,0,0,0,0,5
422,11490,66281,63380,87802,87865,68550,220071,85761,14652,85329,102186,107261,92081,253060,17797,18834,76156,145035,135706,204400,191014,115323,11808,42158,40000.0,0.16699999999999998,0.22725676,1,Non_Poor,Non_Severely_Poor,0,0,1,0,1
423,89377,90567,96836,161601,105696,173225,179062,25236,71577,150964,127241,134894,100884,188947,78465,68628,165103,182464,195336,154706,220638,137591,38196,134766,91000.0,0.38999999,-1.206706,4,Poor,Non_Severely_Poor,0,2,3,0,1
424,27815,89541,128639,149812,94268,92311,58311,50503,24403,71405,126333,173342,106414,83066,28060,78177,24634,75783,181529,271341,183308,74327,36773,73905,216000.0,0.55699998,-1.113675,5,Poor,Poor,0,0,0,0,6
425,66246,98859,100348,90257,178392,146914,112927,127657,71469,97054,126175,159774,192352,48489,92707,133580,142776,293129,232086,130420,125231,41268,115915,147975,100000.0,0.38999999,-1.1387568,4,Poor,Non_Severely_Poor,0,2,0,0,5
426,37030,97334,73631,79540,175133,261711,180655,16566,46292,121752,98387,94989,141331,278944,123801,16104,92418,177385,170050,244756,210801,104829,127975,100586,30000.0,0.55699998,-1.3092654,5,Poor,Poor,0,0,1,0,2
427,77300,83266,68778,75668,123283,65452,127168,70285,96906,89533,74008,67230,129699,150569,27677,55578,195545,123523,88963,229841,164697,77443,19434,22154,73000.0,0.16699999999999998,2.0395024,1,Non_Poor,Non_Severely_Poor,0,0,3,0,3
428,11028,13763,71361,138955,297815,245433,80299,62946,8376,48489,109564,199097,247242,188771,62006,58055,20239,114634,189243,274433,288146,212247,75046,54812,130000.0,0.33399999,1.8983656,3,Poor,Non_Severely_Poor,0,0,0,0,0
429,10322,31433,69283,101736,157373,201488,118680,885,9596,41494,85855,108763,181282,176687,87076,447,25269,81464,180619,208994,255833,115244,53643,534,95000.0,0.33500001,-3.4302025,4,Poor,Non_Severely_Poor,0,0,0,0,12
430,22672,80818,138732,133963,102327,38156,96776,77756,20555,99743,143372,135156,95520,39132,102229,55493,94904,192109,199317,144517,97036,66496,102868,24353,383571.44,0.44599998,-1.4043635,5,Poor,Non_Severely_Poor,0,2,0,1,12
431,16775,57334,91827,125952,160806,204371,123660,140875,26609,105631,162128,156488,70893,146450,138097,115304,98827,263660,282801,156576,72414,132400,146320,75802,265000.0,0.61299998,-1.5666478,5,Poor,Poor,0,2,2,0,6
432,3549,58389,98345,55046,94365,310855,249221,51830,27990,113219,71830,81358,269777,229235,74551,53640,119701,141142,194947,453697,92727,39809,131989,54788,77500.0,0.22299999,-0.89696348,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
433,48205,35501,97041,202433,327393,99384,33350,78293,3963,95023,107599,235076,288211,77023,27372,87333,25331,155164,218142,337571,265477,72796,64454,89865,10000.0,0.38999999,-2.5979099,4,Poor,Non_Severely_Poor,0,0,0,0,5
434,47104,66755,62002,112306,334742,246210,25029,27452,52934,115496,79528,87569,258692,249507,41041,36833,93380,215100,154426,138867,250959,224287,67345,84436,82857.141,0.50099999,-1.0819985,5,Poor,Poor,0,0,0,0,3
435,1,1340,24906,86615,134437,301407,120402,22092,9,7169,52299,177434,237702,121394,69842,25351,66343,192500,226054,146596,57819,100099,85610,46579,55000.0,0.22299999,3.7644525,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
436,10750,62365,134912,250227,284808,152592,18304,7642,24719,77937,130053,247444,259217,149277,25119,7834,28216,80024,172305,389912,313030,193366,43485,8462,65000.0,0.0,0.80983108,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
437,2225,36960,126766,173433,336513,145907,28004,71792,1385,50128,119233,161386,371317,114337,13685,90129,2579,62775,149915,233943,521767,104908,20148,132765,57000.0,0.27899998,-1.1516156000000002,2,Non_Poor,Non_Severely_Poor,0,4,0,0,3
438,8481,40724,53750,107855,95406,101747,169127,114110,20281,91094,133526,52987,72561,237086,60173,23492,130588,200343,203626,226505,38040,53135,44321,25042,249857.14,0.38999999,-1.1886148,4,Poor,Non_Severely_Poor,0,2,0,0,0
439,30641,65783,102754,127885,221040,227057,110192,36248,56355,100919,128606,181750,139238,126936,141365,46431,136811,237567,163839,202596,117309,175242,109416,86020,90000.0,0.16699999999999998,2.7017033,1,Non_Poor,Non_Severely_Poor,0,0,2,0,4
440,16709,18582,39760,64468,164853,272675,326187,18366,17164,34933,74017,89530,275454,398382,31355,765,140095,133396,254527,335711,227587,75939,26527,35018,130000.0,0.22299999,0.81507671,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
441,5,3217,76889,210053,229998,214164,90625,96649,21,10409,141011,288093,219964,123329,69570,69203,753,65953,179957,280227,426133,158091,78967,38719,95000.0,0.16699999999999998,1.1619993,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
442,37548,79415,81272,84663,123530,317097,162245,35830,20913,47559,78691,124253,231863,301870,90245,26206,32151,64353,143343,358510,296221,172748,114330,47144,59000.0,0.38999999,-0.015323662,4,Poor,Non_Severely_Poor,0,0,0,0,14
443,52956,112618,185917,169632,77415,94578,158599,69885,78194,137818,196794,136848,71037,82080,134876,83953,171988,212066,224335,210178,136334,96902,113327,63670,225000.0,0.22299999,3.2850661,2,Non_Poor,Non_Severely_Poor,0,3,5,0,5
444,25879,37356,85745,90496,89464,203628,73042,85590,37554,62849,117832,77091,161469,176618,55566,2221,95901,165655,186865,230552,161614,58649,12751,9613,169000.0,0.16699999999999998,-1.196382,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
445,3550,50107,133988,105054,164306,130222,54544,49429,5609,52702,148510,130492,185961,59902,44367,63657,37415,161419,296095,200574,43316,51219,78634,52928,60000.0,0.33500001,-2.1113746,4,Poor,Non_Severely_Poor,0,0,0,0,2
446,17569,39318,59480,94879,89191,152081,163849,74833,39562,99184,85202,78885,133946,191114,44290,19017,144481,151731,170369,312974,68196,39035,26333,8481,52000.0,0.44599998,-0.81939536,5,Poor,Non_Severely_Poor,0,0,0,0,5
447,23962,28644,142683,266751,169515,124092,134712,31241,25967,34538,161265,265053,127318,142985,50777,113697,51342,135208,376971,241168,124762,164983,17478,116888,30000.0,0.27899998,0.055463333,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
448,8696,47411,94542,134608,133901,163687,56200,52155,11442,43387,122238,156140,127381,114353,56681,59578,34932,128002,252418,275950,104667,31182,35731,58718,190000.0,0.16699999999999998,1.7377813000000002,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
449,61754,47220,71440,85197,155338,199763,229630,71258,61968,74160,96111,85364,256125,229409,64999,53464,132935,222508,268407,139115,167008,117352,106672,74803,130000.0,0.44599998,-0.79686487,5,Poor,Non_Severely_Poor,0,0,0,0,0
450,74369,80467,120643,100051,131520,216421,168614,29515,83619,90952,139538,117481,152761,141213,150866,45170,144686,173708,241424,140827,221486,155880,81855,68934,315000.0,0.33399999,3.3173974000000004,3,Poor,Non_Severely_Poor,0,1,0,0,13
451,49072,88623,80560,103021,196751,269223,33685,100665,54234,97500,121911,130311,309086,72224,11145,125189,150156,172640,361617,207790,79727,55640,22273,178957,165000.0,0.16699999999999998,5.3562102,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
452,19073,82514,116252,161953,201038,127577,92842,120351,35791,144340,152004,167150,128268,78096,93063,122888,214558,287987,170744,94944,100082,65334,147376,147775,30000.0,0.50199997,-2.3592086,5,Poor,Poor,0,0,1,0,0
453,43237,85169,57134,60048,136820,257100,42921,8771,19597,51256,100866,118575,166790,162411,57968,13737,49687,97234,156485,281248,172948,113286,38702,12010,344000.0,0.33399999,0.61361432,3,Poor,Non_Severely_Poor,0,1,0,0,12
454,19334,64862,92388,146311,216454,209926,149955,22370,25506,68633,96749,179899,220257,227602,82520,20434,100984,154845,196078,264194,202116,76103,164428,70052,60000.0,0.50199997,-2.7599945,5,Poor,Poor,0,0,0,0,0
455,122181,79432,85662,95271,132426,288189,83502,34937,89331,99690,138043,85458,100545,262493,107635,38405,114706,162782,158349,194389,331901,194279,45538,26856,625000.0,0.22299999,3.8119109,2,Non_Poor,Non_Severely_Poor,0,0,3,0,2
456,4666,48519,110368,196696,255393,169417,39940,96601,28244,190638,135886,161829,134097,130480,39374,101052,57963,191268,283582,230422,182880,123553,41470,117662,0.0,0.16699999999999998,1.0702194,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
457,982,13264,75730,136736,416554,243141,34222,971,661,12826,78024,157750,448912,187875,19444,16108,1188,39623,168219,366673,535970,90393,10034,16700,50000.0,0.22299999,-1.0026889,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
458,41925,76845,99992,110430,143627,263896,145800,39085,40785,108136,122180,105973,194901,239512,72110,38003,77152,165899,168684,263788,252620,203717,61918,35022,427000.0,0.38999999,1.1580297,4,Poor,Non_Severely_Poor,0,0,0,0,2
459,32222,37788,35916,87173,202114,180782,120529,225076,39486,74780,104614,141788,170728,207061,142167,40976,162257,247988,270693,183026,144256,86316,40886,93378,80000.0,0.16699999999999998,1.6257945,1,Non_Poor,Non_Severely_Poor,0,0,1,0,2
460,8006,42764,62672,102603,178572,157080,121199,18304,8446,47776,66698,135482,195221,182247,30779,24551,67016,82006,113219,228977,307967,57786,28707,35922,0.0,0.50199997,-2.5317109,5,Poor,Poor,0,0,0,1,5
461,87029,78970,78703,63420,95358,424278,91129,2713,109444,104799,65988,45629,73853,499669,20880,1338,205886,128767,73969,130793,367781,268554,52366,684,59000.0,0.16699999999999998,1.2136729,1,Non_Poor,Non_Severely_Poor,0,5,13,0,5
462,91005,183100,75710,52603,64804,74230,113896,35852,68688,123351,135018,69497,76234,63645,124370,30397,211874,149409,135848,97023,121788,88818,91219,25621,189000.0,0.22299999,-0.92074722,2,Non_Poor,Non_Severely_Poor,0,0,1,0,2
463,44924,37303,91985,258827,249873,119963,34521,84204,40001,38459,166515,192862,234049,122418,37016,90280,40370,41578,205343,236565,369738,203143,40299,91764,325500.0,0.22299999,0.42519572,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
464,26116,28735,111204,211102,290302,206254,39395,8492,4927,30380,132721,205504,268902,229994,40069,9103,5053,41583,152615,285126,417024,301806,15261,10332,143871.44,0.44599998,-3.1582367,5,Poor,Non_Severely_Poor,0,0,0,0,0
465,60515,94459,139875,141479,156575,190847,34562,103288,46378,109617,168851,191324,186849,88709,27419,102453,125180,232407,396866,219310,50634,31193,25350,147860,435000.0,0.33399999,2.2428367,3,Poor,Non_Severely_Poor,0,1,1,0,0
466,44625,86954,81327,90557,189812,236150,175508,16667,45249,101948,86006,111624,197990,226871,120094,31818,157765,161263,157800,200616,206754,126678,108576,109348,0.0,0.50199997,-4.5181246,5,Poor,Poor,0,1,0,0,0
467,39350,58133,52464,75842,152479,144275,152654,16003,55822,75854,57923,100080,159826,132327,88306,21062,100186,91148,131999,266796,152093,86398,74992,17988,302000.0,0.38999999,-0.28500712,4,Poor,Non_Severely_Poor,0,1,0,0,6
468,22555,58909,29764,59797,288767,199831,199759,62218,15503,83998,96677,76208,325561,180165,62979,80509,60381,124225,143359,328282,348450,48034,46071,129998,90000.0,0.16699999999999998,2.24525,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
469,51533,71130,99765,78573,132962,147073,71298,38866,39588,89345,115559,104014,123101,98572,78756,42265,119172,160719,167198,152851,117641,87857,81253,34909,70000.0,0.33399999,-1.2995197,3,Poor,Non_Severely_Poor,0,0,0,0,0
470,15985,27407,34610,72995,160000,184496,151544,44163,8437,32504,69994,159842,203418,152998,26394,37613,60272,158698,256898,231818,109509,47103,20010,37292,343000.0,0.38999999,-0.047205600999999986,4,Poor,Non_Severely_Poor,0,1,0,0,0
471,48532,96775,100934,111324,105268,297176,136531,25060,83567,123612,128568,83531,93071,248910,131525,28816,301167,175350,200669,122463,44170,260028,97173,27780,90000.0,0.44599998,2.3631456,5,Poor,Non_Severely_Poor,0,1,1,0,6
472,99155,126932,92247,158668,166742,74657,74338,128861,66323,143751,101180,165969,173461,101444,42762,126710,139615,191215,136394,199061,250507,137604,30923,143481,80000.0,0.0,8.6393261,1,Non_Poor,Non_Severely_Poor,0,2,6,1,4
473,17572,59374,115584,146857,111752,122029,117859,173,21102,78326,144571,146803,60228,81065,158702,403,79111,200772,216086,74284,40589,142347,168290,121,41000.0,0.44599998,-3.2360423,5,Poor,Non_Severely_Poor,0,0,0,1,1
474,65288,81887,72468,71877,78027,133126,127056,61471,22898,82447,130889,117490,126211,140794,11160,59311,107784,168842,214301,223898,79262,24618,37165,65730,70000.0,0.38999999,0.35759816,4,Poor,Non_Severely_Poor,0,0,0,0,12
475,36201,44527,61452,93756,120716,289992,246808,28148,39914,52717,71818,117098,254939,282054,74470,28590,79177,103755,170759,265002,283645,187254,77295,61913,120000.0,0.33399999,1.701709,3,Poor,Non_Severely_Poor,0,1,1,2,0
476,5725,59242,98425,232439,157835,185934,142241,39759,26208,42834,120242,206939,169603,176315,141175,38284,49508,96913,253520,282244,261118,146090,63855,75552,115000.0,0.16699999999999998,0.18091393,1,Non_Poor,Non_Severely_Poor,0,2,2,2,1
477,1908,20476,77215,125893,227290,203043,35367,8,2157,64453,95347,120497,177232,197757,33751,6,24994,154576,115552,166161,242508,178018,39551,240,90000.0,0.22299999,3.8531497,2,Non_Poor,Non_Severely_Poor,0,0,0,2,7
478,82747,67420,105309,90717,135522,285751,145845,8289,81954,74244,115053,98613,120385,325222,69857,36272,97973,128499,206183,116705,184651,246085,205489,43215,40000.0,0.38999999,1.2641579,4,Poor,Non_Severely_Poor,0,1,6,0,5
479,38083,49516,96330,118695,117906,318202,87907,94961,37427,104822,122792,91692,180308,267297,93841,23421,113836,203395,137138,228228,376832,121628,27289,20454,57428.57,0.16699999999999998,-0.25117481,1,Non_Poor,Non_Severely_Poor,0,0,2,0,4
480,7705,75385,140919,98425,135412,265153,131415,67186,7822,77439,156783,232545,166214,111056,116033,53708,12030,106322,177150,256115,362133,213506,59663,41881,104000.0,0.22299999,-1.0237015,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
481,37824,129286,168397,119176,117703,157137,129350,62727,33396,145103,186967,101761,164337,108109,97725,84202,116128,180101,195776,389818,161853,57750,69483,57891,168000.0,0.38999999,3.5065145,4,Poor,Non_Severely_Poor,0,0,1,0,2
